OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,TotNumberCycles,TotUsingFrozenEggs,MedicalDirector,IVF_Rate,Unstimulated_Rate,Gest_Rate,ICSI_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDTwinLBRate1,FshNDTwinLBRate2,FshNDTwinLBRate3,FshNDTwinLBRate4,FshNDTwinLBRate5,FshNDHealthSnglLBRate1,FshNDHealthSnglLBRate2,FshNDHealthSnglLBRate3,FshNDHealthSnglLBRate4,FshNDHealthSnglLBRate5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDTwinLB_TransRate1,FshNDTwinLB_TransRate2,FshNDTwinLB_TransRate3,FshNDTwinLB_TransRate4,FshNDTwinLB_TransRate5,FshNDHealthSnglLB_TransRate1,FshNDHealthSnglLB_TransRate2,FshNDHealthSnglLB_TransRate3,FshNDHealthSnglLB_TransRate4,FshNDHealthSnglLB_TransRate5,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDTwinLB_TransRate1,ThwNDTwinLB_TransRate2,ThwNDTwinLB_TransRate3,ThwNDTwinLB_TransRate4,ThwNDTwinLB_TransRate5,ThwNDHealthSnglLB_TransRate1,ThwNDHealthSnglLB_TransRate2,ThwNDHealthSnglLB_TransRate3,ThwNDHealthSnglLB_TransRate4,ThwNDHealthSnglLB_TransRate5,TotBankingCycles1,TotBankingCycles2,TotBankingCycles3,TotBankingCycles4,TotBankingCycles5,TotBankLTCycles1,TotBankLTCycles2,TotBankLTCycles3,TotBankLTCycles4,TotBankLTCycles5,FshDnrEggTotCycles,ThwDnrEggTotCycles,ThwDnrEmbTotCycles,DonatedEmbCycles,FshDnrEggTransfers,ThwDnrEggTransfers,ThwDnrEmbTransfers,DonatedEmbTransfers,FshDnrEggRate,ThwDnrEggRate,ThwDnrEmbRate,DonatedEmbRate,FshDnrEggImplant,ThwDnrEggImplant,ThwDnrEmbImplant,DonatedEmbImplant,FshDnrEggTransPregRate,ThwDnrEggTransPregRate,ThwDnrEmbTransPregRate,DonatedEmbTransPregRate,FshDnrEggLvBirths_TransRate,ThwDnrEggLvBirths_TransRate,ThwDnrEmbLvBirths_TransRate,DonatedEmbLvBirths_TransRate,FshDnrEggSnglLB_TransRate,ThwDnrEggSnglLB_TransRate,ThwDnrEmbSnglLB_TransRate,DonatedEmbSnglLB_TransRate,FshDnrEggTwinLvBirths_TransRate,ThwDnrEggTwinLvBirths_TransRate,ThwDnrEmbTwinLvBirths_TransRate,DonatedEmbTwinLvBirths_TransRate,FshDnrEggHealthSnglLB_TransRate,ThwDnrEggSngLB_TransRate,ThwDnrEmbSngLB_TransRate,DonatedEmbSngLB_TransRate,ReorgOrClosedMessage,CurrClinNameAll,DonorEgg,DonorEmbryo,EmbryoCryo,EggCryo,SingleWomen,Surrogates,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
427,CENTER OF REPRODUCTIVE MEDICINE (CORM),,WEBSTER,TEXAS,804,1,"Vicki L. Schnell, MD",1,0%,3%,78%,28%,3%,0.41,0.2,0.1,0.07,0.11,11%,<1%,<1%,2%,145,37,19,2,6,6.2,16.2,19-Feb,2-Jan,6-Mar,63,21,10,1,1,1.2,1.5,1.8,3,2,78,18-Jul,9-Feb,0 / 1,0 / 1,24.1,27,19-Apr,2-Jan,0 / 6,20,16.2,19-Mar,2-Jan,0 / 6,19.3,16.2,19-Feb,2-Jan,0 / 6,0.7,0,19-Jan,0 / 2,0 / 6,16.6,16.2,19-Jan,0 / 2,0 / 6,46.6,37.5,18-May,3-Jan,0 / 2,55.6,47.6,10-Apr,1-Jan,0 / 1,46,28.6,10-Mar,1-Jan,0 / 1,44.4,28.6,10-Feb,1-Jan,0 / 1,1.6,0,10-Jan,0 / 1,0 / 1,38.1,28.6,10-Jan,0 / 1,0 / 1,184,69,53,12,8,170,63,47,11,6,1.3,1,1.1,0.8,0.7,1.2,1.3,1.3,1.8,1.7,57.6,55.1,54.4,45,10-Feb,62.4,63.5,66,11-Jul,6-Feb,54.1,52.4,46.8,11-May,6-Feb,47.1,46,44.7,11-Mar,6-Feb,6.5,6.3,2.1,11-Feb,0 / 6,40,33.3,34,11-Feb,6-Feb,61,48,37,13,9,3,5,1,2,0,11,12,77,0,6,0,60,0,1.3,,1.2,,8-Jul,,51.5,,6-May,,58.3,,6-Apr,,50,,6-Mar,,43.3,,6-Jan,,6.7,,6-Feb,,35,,,Center of Reproductive Medicine (CORM),Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
428,UTAH FERTILITY CENTER,,PLEASANT GROVE,UTAH,1209,1,"Russell A. Foulk, MD",1,1%,4%,64%,22%,13%,0.27,0.21,0.14,0.05,0.28,8%,7%,11%,11%,311,73,26,13,17,1.3,2.7,11.5,0 / 13,17-Mar,284,64,19,10,9,1.6,1.9,2,2,2.4,35.2,9.8,17-Feb,0 / 9,6-Jan,57.9,47.9,42.3,13-May,17-Feb,49.2,37,38.5,13-May,17-Jan,33.1,27.4,30.8,13-Apr,17-Jan,15.4,9.6,7.7,13-Jan,0 / 17,28.9,23.3,11.5,13-Feb,17-Jan,53.1,37.7,39.5,35,9.1,63.4,54.7,19-Nov,10-May,9-Feb,53.9,42.2,19-Oct,10-May,9-Jan,36.3,31.3,19-Aug,10-Apr,9-Jan,16.9,10.9,19-Feb,10-Jan,0 / 9,31.7,26.6,19-Mar,10-Feb,9-Jan,259,74,56,17,9,255,71,56,14,7,1.6,1.5,1,0.5,0.2,1.5,1.7,1.4,1.4,1.6,56.3,49.1,46.2,16-Aug,11-Apr,68.6,67.6,55.4,14-Sep,7-Apr,57.6,47.9,35.7,14-Apr,7-Feb,46.3,38,32.1,14-Mar,7-Feb,11.4,8.5,3.6,14-Jan,0 / 7,36.5,28.2,28.6,14-Jan,0 / 7,103,28,51,26,30,10,3,5,1,0,16,2,69,28,13,0,69,28,1.8,,1.3,1.7,60.9,,60.2,39.6,13-Oct,,63.8,57.1,13-May,,55.1,39.3,13-Mar,,43.5,32.1,13-Jan,,10.1,7.1,13-Feb,,31.9,25,,Utah Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,UT
429,UTAH CENTER FOR REPRODUCTIVE MEDICINE,,SALT LAKE CITY,UTAH,744,1,"Erica B. Johnstone, MD",1,<1%,1%,48%,9%,11%,0.17,0.17,0.09,0.02,0.4,14%,14%,8%,14%,183,63,29,18,1,5.5,11.1,13.8,18-Mar,0 / 1,116,44,19,7,0,1.5,1.6,1.8,2.3,,47.1,30.3,14-Jan,0 / 6,,29,34.9,24.1,18-Feb,0 / 1,26.2,28.6,13.8,0 / 18,0 / 1,19.7,20.6,10.3,0 / 18,0 / 1,6.6,7.9,3.4,0 / 18,0 / 1,17.5,19,6.9,0 / 18,0 / 1,38.7,37.3,19.4,13-Feb,,45.7,50,19-Jul,7-Feb,,41.4,40.9,19-Apr,0 / 7,,31,29.5,19-Mar,0 / 7,,10.3,11.4,19-Jan,0 / 7,,27.6,27.3,19-Feb,0 / 7,,170,53,36,3,3,163,51,33,3,2,1.6,1.9,0.9,0.2,0.3,1.4,1.5,1.4,2,1.5,46.1,43.1,60.9,6-Mar,0 / 3,56.4,54.9,69.7,3-Feb,0 / 2,48.5,41.2,60.6,3-Jan,0 / 2,39.9,35.3,48.5,0 / 3,0 / 2,8.6,5.9,12.1,3-Jan,0 / 2,33.1,27.5,45.5,0 / 3,0 / 2,36,15,34,11,6,10,2,7,0,0,43,0,34,5,38,0,30,5,1.2,,1.3,1.4,67.4,,31.4,5-Apr,71.1,,46.7,5-May,55.3,,30,5-Apr,44.7,,30,5-Apr,10.5,,0,0 / 5,34.2,,16.7,5-Mar,,Utah Center for Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,UT
430,REPRODUCTIVE CARE CENTER,,SANDY,UTAH,794,0,"Keith L. Blauer, MD",1,0%,1%,65%,14%,11%,0.48,0.17,0.13,0.04,0.36,10%,2%,13%,22%,295,73,35,11,7,1,4.1,8.6,11-Jan,7-Feb,211,59,27,8,4,1.5,1.6,1.8,1.9,2.5,48,30,13,0 / 7,0 / 4,40.7,30.1,34.3,11-Feb,7-Jan,36.9,27.4,28.6,11-Feb,0 / 7,29.8,19.2,25.7,11-Feb,0 / 7,6.8,8.2,2.9,0 / 11,0 / 7,25.8,15.1,22.9,11-Feb,0 / 7,47.3,31.5,28.6,15-Feb,0 / 8,56.9,37.3,44.4,8-Feb,4-Jan,51.7,33.9,37,8-Feb,0 / 4,41.7,23.7,33.3,8-Feb,0 / 4,9.5,10.2,3.7,0 / 8,0 / 4,36,18.6,29.6,8-Feb,0 / 4,182,57,20,2,5,171,53,19,2,5,1.6,1.3,1.3,0.3,1.7,1.4,1.3,1.4,1.5,1.2,41.6,38.8,32,0 / 3,6-Mar,53.8,47.2,19-Jul,0 / 2,5-Mar,46.2,32.1,19-Jun,0 / 2,5-Mar,42.7,28.3,19-Apr,0 / 2,5-Mar,3.5,3.8,19-Feb,0 / 2,0 / 5,36.8,24.5,19-Apr,0 / 2,5-Jan,24,10,7,5,2,8,2,2,1,0,7,34,11,7,7,32,11,7,1.7,1.6,1.2,1.7,12-Jul,44.9,12-Mar,10-Mar,7-Jun,53.1,11-Apr,7-May,7-Jun,40.6,11-Mar,7-Mar,7-May,31.3,11-Mar,7-Mar,7-Jan,6.3,0 / 11,0 / 7,7-Apr,21.9,11-Feb,7-Feb,,Reproductive Care Center,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0,UT
431,UNIVERSITY OF VERMONT MEDICAL CENTER,VERMONT CENTER FOR REPRODUCTIVE MEDICINE,BURLINGTON,VERMONT,47,0,"Elizabeth McGee, MD",1,0%,0%,46%,2%,11%,0.04,0.28,0.09,0,0.44,7%,11%,0%,13%,24,3,7,3,0,12.5,0 / 3,7-Jan,0 / 3,,20,3,5,3,0,1.4,1.7,2.4,2.7,,18-Oct,3-Jan,0 / 5,0 / 3,,50,3-Mar,7-Jan,0 / 3,,50,3-Mar,7-Jan,0 / 3,,45.8,3-Mar,0 / 7,0 / 3,,4.2,0 / 3,7-Jan,0 / 3,,37.5,3-Mar,0 / 7,0 / 3,,46.4,5-Apr,12-Feb,0 / 8,,60,3-Mar,5-Jan,0 / 3,,60,3-Mar,5-Jan,0 / 3,,55,3-Mar,0 / 5,0 / 3,,5,0 / 3,5-Jan,0 / 3,,45,3-Mar,0 / 5,0 / 3,,4,0,0,1,0,4,0,0,1,0,1,,,1,,1.3,,,2,,5-Feb,,,0 / 2,,4-Feb,,,0 / 1,,4-Feb,,,0 / 1,,4-Feb,,,0 / 1,,0 / 4,,,0 / 1,,4-Feb,,,0 / 1,,1,0,0,0,0,1,0,0,0,0,1,1,2,0,1,1,1,0,2,1,2,,0 / 2,0 / 1,2-Feb,,0 / 1,0 / 1,1-Jan,,0 / 1,0 / 1,1-Jan,,0 / 1,0 / 1,0 / 1,,0 / 1,0 / 1,1-Jan,,0 / 1,0 / 1,0 / 1,,,"University of Vermont Medical Center, Vermont Center for Reproductive Medicine",No,No,Yes,Yes,Yes,No,Yes,Yes,0,VT
432,NORTHEASTERN REPRODUCTIVE MEDICINE,,COLCHESTER,VERMONT,374,1,"Peter R. Casson, MD",1,0%,2%,54%,6%,7%,0.11,0.31,0.04,0.05,0.25,10%,18%,3%,8%,86,56,47,10,21,4.7,12.5,10.6,0 / 10,33.3,63,42,36,10,12,1.5,1.7,1.7,1.8,1.7,27.9,12.9,16.7,8-Feb,7-Jan,32.6,28.6,40.4,10-May,4.8,30.2,26.8,36.2,10-May,4.8,24.4,21.4,27.7,10-May,4.8,5.8,5.4,8.5,0 / 10,0,23.3,17.9,25.5,10-Apr,4.8,34.8,25.4,36.7,18-Jun,5,44.4,38.1,52.8,10-May,12-Jan,41.3,35.7,47.2,10-May,12-Jan,33.3,28.6,36.1,10-May,12-Jan,7.9,7.1,11.1,0 / 10,0 / 12,31.7,23.8,33.3,10-Apr,12-Jan,32,16,12,4,8,29,12,11,3,4,0.7,0.5,0.6,0.8,0.2,1.3,1.3,1.5,1.3,2.3,47.1,14-Jun,17-Oct,4-Jan,0 / 9,55.2,12-Jun,11-Jul,3-Jan,0 / 4,41.4,12-Apr,11-Jul,3-Jan,0 / 4,31,12-Mar,11-Apr,3-Jan,0 / 4,10.3,12-Jan,11-Mar,0 / 3,0 / 4,31,12-Feb,11-Apr,3-Jan,0 / 4,19,14,15,3,14,0,2,1,0,0,10,0,4,2,9,0,3,2,1.1,,1,1,10-Aug,,3-Feb,2-Jan,9-Jun,,3-Feb,2-Jan,9-Apr,,3-Feb,2-Jan,9-Mar,,3-Feb,2-Jan,9-Jan,,0 / 3,0 / 2,9-Feb,,3-Jan,2-Jan,,Northeastern Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,VT
433,WASHINGTON FERTILITY CENTER,,ANNANDALE,VIRGINIA,148,0,"Pierre Asmar, MD",1,0%,3%,42%,12%,9%,0.08,0.48,0.05,0.05,0.22,12%,11%,6%,14%,16,9,9,7,9,16-Feb,9-Jan,0 / 9,7-Jan,9-Mar,12,2,3,2,3,1.3,1,2,1.5,1.3,8-May,1-Jan,0 / 3,0 / 1,0 / 1,16-Apr,9-Jan,9-Feb,7-Jan,0 / 9,16-Mar,9-Jan,9-Feb,7-Jan,0 / 9,16-Feb,9-Jan,9-Jan,0 / 7,0 / 9,16-Jan,0 / 9,9-Jan,7-Jan,0 / 9,16-Jan,9-Jan,9-Jan,0 / 7,0 / 9,15-May,2-Jan,6-Mar,3-Feb,0 / 4,12-Apr,2-Jan,3-Feb,2-Jan,0 / 3,12-Mar,2-Jan,3-Feb,2-Jan,0 / 3,12-Feb,2-Jan,3-Jan,0 / 2,0 / 3,12-Jan,0 / 2,3-Jan,2-Jan,0 / 3,12-Jan,2-Jan,3-Jan,0 / 2,0 / 3,25,6,11,3,4,22,6,11,2,4,2,0.9,1.4,0.7,0.7,1.3,1.5,1.8,1,1,45.8,9-Jul,18-May,2-Feb,4-Feb,59.1,6-Apr,11-May,2-Feb,4-Feb,36.4,6-Apr,11-Apr,2-Feb,0 / 4,36.4,6-Feb,11-Apr,2-Feb,0 / 4,0,6-Feb,0 / 11,0 / 2,0 / 4,36.4,6-Jan,11-Apr,2-Feb,0 / 4,7,3,5,2,6,0,2,0,0,0,18,3,5,0,11,1,5,0,1,1,1.2,,11-Sep,0 / 1,6-Feb,,11-Sep,0 / 1,5-Feb,,11-Sep,0 / 1,5-Feb,,11-Sep,0 / 1,5-Feb,,0 / 11,0 / 1,0 / 5,,11-Jun,0 / 1,5-Jan,,,Washington Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,VA
434,DOMINION FERTILITY AND ENDOCRINOLOGY,,ARLINGTON,VIRGINIA,1529,6,"Michael DiMattina, MD",1,91%,<1%,40%,28%,15%,0.07,0.55,0.04,0.04,0.38,28%,6%,22%,24%,109,109,113,71,218,14.7,24.8,23.9,29.6,36.7,61,39,48,22,48,1,1,1,1,1,1-Jan,,0 / 1,0 / 1,0 / 1,26.6,14.7,7.1,1.4,1.8,23.9,12.8,4.4,1.4,0.9,23.9,11.9,2.7,1.4,0.9,0,0.9,0.9,0,0,22,10.1,2.7,1.4,0.9,44.8,43.6,17.4,4.3,8.3,47.5,41,16.7,4.5,8.3,42.6,35.9,10.4,4.5,4.2,42.6,33.3,6.3,4.5,4.2,0,2.6,2.1,0,0,39.3,28.2,6.3,4.5,4.2,132,89,67,18,21,119,87,60,17,17,1,1,0.6,0.3,0.2,1,1.1,1,1.2,1.1,55.4,41.2,54.2,47.6,18-Jun,58,47.1,50,17-Sep,17-Jul,45.4,35.6,45,17-Aug,17-Jun,43.7,34.5,40,17-Aug,17-Jun,1.7,1.1,5,0 / 17,0 / 17,37.8,29.9,28.3,17-Jun,17-May,109,83,100,55,112,107,81,96,51,98,8,1,97,11,1,0,88,9,1,,1,1.1,0 / 1,,51.8,10-Feb,0 / 1,,55.7,9-Feb,0 / 1,,46.6,9-Jan,0 / 1,,46.6,9-Jan,0 / 1,,0,0 / 9,0 / 1,,42,9-Jan,,Dominion Fertility and Endocrinology,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,VA
435,"REPRODUCTIVE MEDICINE AND SURGERY CENTER OF VIRGINIA, PLC",,CHARLOTTESVILLE,VIRGINIA,344,3,"Christopher D. Williams, MD",1,0%,2%,51%,18%,19%,0.13,0.23,0.27,0.14,0.43,12%,7%,19%,27%,33,19,7,4,0,18.2,19-Mar,7-Mar,4-Mar,,24,12,3,1,0,1.7,2,2.3,2,,30.4,10-Jan,0 / 2,0 / 1,,39.4,19-Jul,0 / 7,0 / 4,,39.4,19-Jun,0 / 7,0 / 4,,21.2,19-May,0 / 7,0 / 4,,18.2,19-Jan,0 / 7,0 / 4,,18.2,19-May,0 / 7,0 / 4,,47.5,41.7,0 / 7,0 / 2,,54.2,12-Jul,0 / 3,0 / 1,,54.2,12-Jun,0 / 3,0 / 1,,29.2,12-May,0 / 3,0 / 1,,25,12-Jan,0 / 3,0 / 1,,25,12-May,0 / 3,0 / 1,,71,30,18,3,2,65,29,18,3,2,1.1,1.1,0.6,0.2,1,1.2,1.3,1.4,1.3,2,72,74.3,60,4-Jan,4-Jan,75.4,82.8,13 / 18,3-Jan,2-Jan,63.1,72.4,13 / 18,0 / 3,0 / 2,56.9,65.5,18-Nov,0 / 3,0 / 2,6.2,6.9,18-Feb,0 / 3,0 / 2,49.2,62.1,18-Nov,0 / 3,0 / 2,52,24,25,15,2,4,2,4,0,0,13,1,10,12,12,0,10,12,1.2,,1.6,1.7,14-Sep,,16-Aug,55,12-Aug,,10-Jul,12-Aug,12-Aug,,10-Jun,12-Jul,12-Aug,,10-May,12-Apr,0 / 12,,10-Jan,12-Mar,12-Jun,,10-Mar,12-Mar,,"Reproductive Medicine and Surgery Center of Virginia, PLC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,VA
436,GENETICS & IVF INSTITUTE,,FAIRFAX,VIRGINIA,329,0,"Laurence C. Udoff, MD",1,0%,<1%,64%,23%,12%,0.07,0.6,0.08,0.13,0.34,26%,3%,22%,26%,13,7,14,11,6,13-Mar,0 / 7,14-Feb,11-Feb,6-Jan,8,4,8,6,2,1.5,1,1.9,2,2,6-Feb,1-Jan,7-Jan,0 / 5,0 / 2,13-Feb,7-Jan,14-Jan,0 / 11,0 / 6,13-Feb,7-Jan,0 / 14,0 / 11,0 / 6,13-Jan,7-Jan,0 / 14,0 / 11,0 / 6,13-Jan,0 / 7,0 / 14,0 / 11,0 / 6,13-Jan,7-Jan,0 / 14,0 / 11,0 / 6,12-Mar,4-Jan,15-Jan,0 / 12,0 / 4,8-Feb,4-Jan,8-Jan,0 / 6,0 / 2,8-Feb,4-Jan,0 / 8,0 / 6,0 / 2,8-Jan,4-Jan,0 / 8,0 / 6,0 / 2,8-Jan,0 / 4,0 / 8,0 / 6,0 / 2,8-Jan,4-Jan,0 / 8,0 / 6,0 / 2,31,21,15,12,7,30,21,14,12,4,1.2,0.9,0.6,0.7,1,1.1,1.3,1.1,1.1,1,58.8,69.2,15-Oct,13-Jun,4-Jan,63.3,71.4,14-Sep,12-May,4-Jan,56.7,57.1,14-Aug,12-May,4-Jan,56.7,47.6,14-Aug,12-Apr,4-Jan,0,9.5,0 / 14,12-Jan,0 / 4,46.7,42.9,14-Jun,12-Mar,4-Jan,25,22,23,16,4,2,8,6,3,0,5,44,49,4,4,34,44,4,1,1.2,1.3,1.3,4-Apr,45.2,37,5-Mar,4-Apr,47.1,45.5,4-Feb,4-Apr,41.2,34.1,4-Jan,4-Apr,38.2,34.1,0 / 4,0 / 4,0,0,4-Jan,4-Mar,26.5,20.5,0 / 4,,Genetics & IVF Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,VA
437,JONES INSTITUTE FOR REPRODUCTIVE MEDICINE,,NORFOLK,VIRGINIA,356,0,"Laurel A. Stadtmauer, MD, PhD",1,0%,1%,73%,5%,20%,0.21,0.27,0.05,0.04,0.23,8%,7%,9%,7%,105,33,27,9,7,8.6,15.2,33.3,9-Mar,7-Mar,69,27,13,2,3,1.9,1.7,1.8,2,2.3,7.6,9.1,10-Jan,0 / 1,0 / 3,38.1,33.3,22.2,9-Feb,7-Jan,32.4,30.3,11.1,9-Jan,7-Jan,21.9,15.2,7.4,9-Jan,7-Jan,9.5,15.2,3.7,0 / 9,0 / 7,17.1,12.1,3.7,0 / 9,7-Jan,43.4,34,33.3,4-Feb,7-Mar,58,40.7,13-Jun,2-Feb,3-Jan,49.3,37,13-Mar,2-Jan,3-Jan,33.3,18.5,13-Feb,2-Jan,3-Jan,14.5,18.5,13-Jan,0 / 2,0 / 3,26.1,14.8,13-Jan,0 / 2,3-Jan,49,15,14,4,7,49,15,14,4,6,1.3,1.5,1.2,0.6,3,1.7,1.9,1.4,1.5,1.8,32.9,17.9,19-Oct,6-Feb,11-Feb,44.9,15-May,14-Jul,4-Feb,6-Feb,38.8,15-May,14-Jul,4-Jan,6-Feb,28.6,15-May,14-Apr,4-Jan,6-Feb,10.2,0 / 15,14-Mar,0 / 4,0 / 6,20.4,15-Mar,14-Apr,0 / 4,6-Jan,13,6,7,7,2,2,2,1,0,0,20,1,10,20,18,1,9,17,1.9,2,1.7,1.7,38.2,2-Feb,12-Mar,42.3,18-Sep,1-Jan,9-May,17-Nov,18-Sep,1-Jan,9-Feb,17-Jul,18-Jun,0 / 1,9-Feb,17-May,18-Mar,1-Jan,0 / 9,17-Feb,18-May,0 / 1,9-Feb,17-Apr,,Jones Institute for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,VA
438,VIRGINIA CENTER FOR REPRODUCTIVE MEDICINE,,RESTON,VIRGINIA,171,0,"Fady I. Sharara, MD",1,0%,8%,89%,49%,24%,0.25,0.43,0.1,0.26,0.45,45%,<1%,33%,41%,20,18,11,2,1,0,18-Jan,0 / 11,0 / 2,0 / 1,19,12,6,0,0,1.4,1.2,1.2,,,12-Apr,7-May,2-Jan,,,60,18-Sep,11-Mar,0 / 2,0 / 1,50,18-Sep,11-Mar,0 / 2,0 / 1,40,18-Sep,11-Feb,0 / 2,0 / 1,10,0 / 18,11-Jan,0 / 2,0 / 1,35,18-Apr,11-Feb,0 / 2,0 / 1,55.6,14-Oct,7-May,,,19-Dec,12-Sep,6-Mar,,,19-Oct,12-Sep,6-Mar,,,19-Aug,12-Sep,6-Feb,,,19-Feb,0 / 12,6-Jan,,,19-Jul,12-Apr,6-Feb,,,11,16,9,3,0,11,16,9,3,0,0.7,1,0.5,0.6,0,1.4,1.1,1.7,1,,13-Jun,18-Aug,15-Nov,3-Mar,,11-Jul,16-Aug,9-Aug,3-Feb,,11-Jun,16-Aug,9-Jul,3-Jan,,11-Jun,16-Aug,9-May,3-Jan,,0 / 11,0 / 16,9-Jan,0 / 3,,11-Jun,16-Jul,9-May,3-Jan,,16,12,17,5,2,3,1,2,2,1,11,6,9,2,10,5,8,2,1.9,1,1.4,1.5,19-Nov,5-Jan,11-Mar,0 / 3,10-May,5-Jan,8-Mar,0 / 2,10-May,5-Jan,8-Mar,0 / 2,0 / 10,5-Jan,8-Mar,0 / 2,10-Apr,0 / 5,0 / 8,0 / 2,0 / 10,5-Jan,8-Mar,0 / 2,,Virginia Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,VA
